"umap_1","umap_2"
2.00860585669985,-11.8895279566098
2.91335334281436,-13.0368534723569
2.61213197211734,-13.6988159815122
2.65225257377139,-11.5456558862973
3.68067063788882,-13.5756575266172
2.19160618285647,-12.4371067682554
2.91897024611941,-11.7898384729673
0.545836586756618,-10.988248507147
1.52256216506472,-12.4980065027524
3.01938595275393,-12.2462202707578
1.88882030944339,-11.9869667688657
1.80801286200991,-13.2180449167539
2.96027030448428,-12.6526009241391
2.89082111815921,-12.7853066126157
2.73709024886599,-13.4688717523862
1.62889327506533,-11.8498837152768
3.72889174918643,-13.0133177439023
2.46142663459292,-12.0638691583921
2.90949716071597,-14.160442988043
1.91786994437686,-12.0087525049497
2.18029489020816,-11.5930697122861
3.08289803962222,-13.8449436823179
1.61071099738589,-12.7156263986875
1.70494427184573,-12.9527384439756
1.76615752677432,-12.4030348459531
2.56438102225772,-12.1466089884092
3.07588424186221,-12.3563896814634
2.40975846747866,-11.249005953436
1.91090859870425,-11.5697533289243
2.16436995963565,-13.550314585333
3.75505103568545,-13.0337530771543
2.07018532256594,-11.8299385706235
3.38147487143985,-12.7952982584287
2.16006578902713,-12.0745684305478
3.22812237243167,-12.9921061197568
2.01788701514712,-12.0372568765928
3.41151465873233,-12.2138468424131
1.66962780456057,-11.6640860239316
1.71850552062503,-12.3122488657285
3.60914554099551,-13.5223099390317
3.50959386329165,-12.9398075739194
1.02486600379458,-11.3255116144468
3.25852860908023,-12.1367804209043
3.0008727500867,-11.7060705820371
1.58580722312442,-12.166766802435
1.85538019637576,-11.2798029581357
3.19870056609622,-11.8852583566953
3.46698178748599,-13.6633059183408
2.412796158595,-11.202453295355
1.0396841953229,-10.9937550226499
3.70493783454409,-12.9806906381894
3.61677827338687,-13.4146963754941
1.19467606048098,-12.5394493738462
3.09734072188845,-13.398326555853
1.86994518737307,-11.1853148142148
2.85659851531497,-11.5398508707334
1.39395322303286,-12.8198706308652
2.22529735068789,-11.6397339502622
3.006799359126,-11.9602286020566
2.16508068541995,-12.0632530847837
2.1539055297803,-12.3348766962339
0.960587401194484,-13.6571308771421
1.50193013648501,-12.7480627695371
1.89285172919741,-11.5798565546323
3.4521483371686,-12.5204369226743
3.05243648986331,-14.1629950205137
3.54650392035952,-12.4818903604795
3.52056016425601,-12.5842644373227
2.68467845420352,-11.2040344873716
2.72616924743167,-11.5680786768247
2.61494316558352,-11.2058722177793
2.07665147284976,-12.3085152307798
2.11174835662356,-11.5024658838559
2.60719909171572,-12.8069845835019
2.36123504142276,-11.9002958933164
3.58828391532412,-12.5736071268369
1.61024298171511,-11.4975477854062
1.49015011291018,-11.7900292078305
3.63806189994326,-12.5312782923032
3.54768743018618,-13.462517420416
3.66702498893252,-12.8429190317441
2.84125747184268,-12.9378487268735
2.94606818656436,-13.9748074213315
3.56394566993228,-13.7705227533628
1.67408909301272,-11.5665861765195
3.10991062621585,-12.9758927027036
1.82611669997683,-14.1094929376889
1.69601335029116,-11.8510500589658
2.58668770293704,-11.7208029428769
2.29096736411563,-11.3490997949888
3.00432624320498,-12.3543287912656
1.7106625030469,-11.7076203028013
1.5478481243085,-11.9070183435727
2.76026906470767,-13.2304217020322
1.81591953734866,-12.5474878946592
1.66165008048526,-12.2743126550962
3.48091401557437,-12.0308758417417
3.22588052253237,-11.6767498651792
2.26533617476931,-11.7361132303525
3.15375651816836,-11.8765236536313
2.97773398856631,-13.8197247186948
2.02297915915957,-11.5132843653013
3.78329171638003,-13.1308762232114
0.0949896166752882,-10.8946615854551
3.31209554175845,-12.2024580637265
1.51454367141238,-12.3122526804258
2.96257056693545,-12.6273066202451
3.33585919837466,-12.0602919260312
3.07310237388125,-12.5744520822812
1.58650602797976,-11.4484259287168
2.47616328696719,-14.229191462164
3.07282795409671,-14.5196577707578
3.56842507819644,-12.8152672449399
1.93772234420291,-13.4152189890195
3.12093009452334,-13.9320713678647
2.21067490081301,-13.4797903696347
2.82411016921511,-12.2287289301206
3.15346183280459,-13.9970833460141
3.12600173453799,-14.4436394373227
3.13598312835208,-13.8011032739927
3.36812009315005,-12.1586529413511
2.59207500915042,-11.2957998911191
2.0620869586896,-11.315617243414
3.00059737662783,-11.9986921945859
3.04222287635318,-11.8384501138974
1.49865617255679,-11.8114058176328
3.32127370337954,-13.5008303324033
2.84775437812319,-12.034219423895
2.27855624656192,-14.1638342539121
2.93478717307559,-14.2157227197934
2.9630764911603,-14.1394554773618
3.22086872558108,-13.2242781320859
2.86178221206179,-12.4518534342099
3.04887570838443,-13.6715618768979
1.64242090682498,-11.6307589212705
2.32831825713626,-11.6901671091367
2.75806297759524,-13.740705172186
1.82250251273623,-12.0272928873349
3.30202283362857,-12.3986155191709
3.58686007956973,-14.1889025369931
3.59752406577578,-13.1756836572934
3.20790638427249,-13.6045929590513
1.5042268226575,-11.5846668878843
2.64221491317263,-13.0269800821592
2.61977614860049,-12.1926714578916
3.20806207160464,-12.0163284937192
1.94096388320437,-12.160871187811
2.92378892402163,-14.0801989237119
2.16207303504458,-12.1423565546323
1.6359509418439,-12.5980898538877
3.30775250892153,-14.30133024848
0.581236142916591,-10.9476486841489
3.11808838347903,-13.0748993555356
1.86027373771182,-12.8069979349424
2.28625335196963,-11.4423996607114
2.42542304496279,-12.171390215521
2.34061898688784,-13.2265249887754
2.272344488902,-11.3611647287656
2.45098604659548,-11.6418234506894
0.605912227435023,-11.0312010446836
3.27214326362124,-14.0630251566221
1.75857772330752,-12.2272316614438
1.88216199378482,-12.0270535150815
3.23792256812564,-14.2574955622007
2.85918130378237,-13.8794466654111
1.61515631179324,-12.4457670847226
1.73283209304324,-11.3397108713437
3.0325356910657,-11.9121958414365
2.75517167548648,-12.2847019830991
3.04144849280825,-12.8849484125425
1.59197296599856,-11.7610775629331
1.91378464202395,-11.747788111334
1.97463430861941,-12.2624890009214
2.79138388137332,-11.3703133264829
1.76992334823123,-12.6549240747739
2.1229795406293,-13.3632342020322
2.67585625152102,-13.9566198984433
1.27529992560855,-12.8901230493833
3.08074631194583,-11.9332224527646
3.19254722098818,-13.9773003259946
2.91682543258181,-11.4866282144834
3.02353467444888,-12.8752905527402
2.12251486281863,-11.218792597418
2.53296341399661,-11.2150408426572
1.85523237685672,-11.7715975443174
2.38210620383731,-12.0524775186826
2.87664093474856,-12.9372584024717
3.38006343345156,-12.5123306909848
3.46016063193789,-13.1676537195493
1.67586602668276,-11.8855940500547
2.70758881072512,-12.5919148126889
2.67058791617861,-12.1407162348081
2.76421894530764,-13.8305355707456
3.20398487548342,-12.5215775171567
1.76341070632449,-11.8021160761167
2.22538341979495,-11.8070151010801
2.76647009353152,-12.989017168646
1.51229347686282,-12.2813002268125
2.7960227916669,-11.9393068949033
2.82475771407595,-11.3988606134702
3.47013797263613,-12.6734244028379
1.93930973510256,-11.9935976663877
3.07002439002505,-12.5762011209775
2.13136400680056,-11.5801245371152
1.64344562987796,-12.1366688410093
3.23225941161624,-12.8010574976255
1.16153313617221,-11.081242243414
2.56696166495791,-14.0512215296079
1.09111895064822,-12.5034681955625
2.20084776381961,-13.5323120752622
3.40235175590029,-12.1178347269346
2.2010988185834,-12.0306336084653
2.13889421920291,-12.673828760748
2.19124569396487,-11.3051134744931
2.73060597877017,-13.1888882318784
3.79519977073184,-12.7865025202085
3.14809264640322,-12.9395872751523
1.6456104705762,-10.0572325388242
3.4647592494916,-12.3051258722593
2.78445162276736,-12.4770685831357
2.05669297675601,-12.4563767114927
2.28651203612796,-11.4030529657651
2.35140981177798,-11.1484142938901
1.55763020019046,-11.9449526468564
2.71576275329104,-14.2922026315976
2.07774605254641,-11.9102932611753
1.80361833075991,-13.7854515711118
1.63036121825686,-11.8532873789121
2.71833505134097,-13.7735640207578
3.34802855948916,-12.4308096567441
3.79161252479068,-13.6360518137265
3.28685893516055,-14.1113211313535
2.28717603187075,-12.2319418588926
2.13332452277651,-11.6510054270078
1.63227309684268,-9.49065558112156
3.22451700667849,-12.4219338098813
3.73908414344302,-13.3874012628843
3.1309551189374,-13.3001019159604
1.62170829276553,-11.8627506891538
1.47480692367068,-12.8344704309751
3.09005155066958,-13.1714140573789
3.34784497718325,-12.1460100809385
3.41492213706485,-13.4543139139463
1.3231805751752,-11.6921793619443
2.04442944030276,-14.1749235788633
2.62990464667788,-13.5716082254697
3.45413054923526,-13.770601908331
1.64259495238772,-9.26684538519871
2.45395054320803,-12.3616034189512
3.42878379325381,-13.3756987253476
1.7057706306409,-11.4083525339414
2.84561719398013,-11.4454428354551
2.95374025802127,-12.7846857706357
2.55309667090884,-12.7928864160825
2.4576255271863,-12.3966900507261
3.6978987644147,-13.4662644068052
2.50064696769229,-12.9569603601743
1.69225205878726,-12.7858025232602
3.28590669135562,-13.397874514227
3.29864301185122,-13.9888693491269
1.40946449737063,-12.2472025553037
1.75461282233706,-12.18986956275
2.96751179198733,-12.8760868707944
2.74209751586428,-12.6094004312803
2.10662879447451,-13.5186297098447
3.09028233985415,-13.2883822122861
3.51461829642764,-13.4971186319638
3.06014146308413,-14.0922037760068
2.86566581229678,-12.514332453375
1.90075172881594,-12.3883358637143
3.08098854522219,-13.9712740579892
1.88587917785159,-11.5870587030698
2.15868510703555,-13.4653212229062
3.5953220317792,-13.1674181619931
2.80467762450686,-13.5240027109433
3.05978407363406,-13.1273295084287
1.62234963874331,-13.4742123285581
1.87730969886294,-13.1001640955259
1.66333426932803,-12.0930744806577
3.06302728156558,-12.1317164102842
3.29429568747988,-13.1552111307431
2.99248804549685,-11.4477898279477
2.2857505271863,-11.212158838873
3.02255691985598,-12.1633974710752
2.80855049590579,-13.7283589044858
2.79461445312014,-13.813570658331
1.93506350020877,-11.8629795709897
3.34995688895693,-13.1178929010679
3.15883984069339,-12.7295929590513
2.32578267554751,-11.8307034174253
2.57130016784182,-11.2115189234067
1.66210998992434,-13.0716969171811
1.57419504622927,-11.0460039774228
2.72158302764407,-14.001917521124
1.25480784873477,-11.9160000482846
